goal_position, current_position, velocity, load, timestamp
23.0587992035,22.3700418297,2.6799249129,-0.1435546875,1457413451.17
23.0587992035,22.6614981794,2.6799249129,-0.1435546875,1457413451.22
23.0587992035,22.9406826828,2.52359595965,0.1943359375,1457413451.27
23.0587992035,23.0465273572,0.602983105403,0.1220703125,1457413451.32
23.0587992035,23.0557312419,0.0446654152151,-0.001953125,1457413451.37
23.0587992035,23.0572652227,0.0,-0.0078125,1457413451.42
23.0587992035,23.0572652227,0.0,-0.0078125,1457413451.47
23.0587992035,23.0572652227,0.0,-0.0078125,1457413451.52
23.0587992035,23.0572652227,0.0,-0.0078125,1457413451.57
23.0587992035,23.0572652227,0.0,-0.015625,1457413451.62
23.0587992035,23.0572652227,0.0,-0.0078125,1457413451.67
23.0587992035,23.0572652227,0.0,-0.0078125,1457413451.72
23.0587992035,23.0572652227,0.0,-0.0078125,1457413451.77
23.0587992035,23.0572652227,0.0,-0.0078125,1457413451.82
23.0587992035,23.0572652227,0.0,-0.0078125,1457413451.87
23.0587992035,23.0557312419,0.0,-0.015625,1457413451.92
23.0587992035,23.0572652227,0.0,-0.0078125,1457413451.97
23.0587992035,23.0572652227,0.0,-0.0078125,1457413452.02
23.0587992035,23.0557312419,0.0,-0.015625,1457413452.07
23.0587992035,23.0572652227,0.0,-0.0078125,1457413452.12
