rbt; c1; c2; dist
[0.98782986218805813, 0.0, -0.0, 0.0, 0.0, 0.98782986218805813, 0.0, -0.0, -0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 1.0]; [-0.0028866666666666663, 0.16666666666666666, -0.018333333333333333]; [0.0028866666666666663, 0.16666666666666666, 0.018333333333333333]; 0.0371184027434
[6.0487133941538826e-17, 0.0, -0.15553830193724696, 0.0, 0.0, 0.98782986218805813, 0.0, -0.0, -0.0, 0.0, 1.020538999289461e-17, 0.0, 0.0, 0.0, 0.0, 1.0]; [-0.0028866666666666663, 0.16666666666666666, -0.018333333333333333]; [0.0028866666666666663, 0.16666666666666666, 0.018333333333333333]; 0.0371184027434
[-1.8146140182461645e-16, 0.0, 0.15553830193724696, 0.0, 0.0, 0.98782986218805813, 0.0, -0.0, 0.0, 0.0, -3.0616169978683824e-17, 0.0, 0.0, 0.0, 0.0, 1.0]; [-0.0028866666666666663, 0.16666666666666666, -0.018333333333333333]; [0.0028866666666666663, 0.16666666666666666, 0.018333333333333333]; 0.0371184027434
[0.86602342139494604, 0.0, -0.0, 0.0, 0.0, 0.86602342139494604, 0.0, -0.0, -0.0, 0.0, 0.16666666666666666, -0.0, 0.0, 0.0, 0.0, 1.0]; [-0.0028866666666666663, 0.16666666666666666, -0.018333333333333333]; [0.014433999999999997, 0.16666666666666666, 0.011666666666666667]; 0.0346410954471
[5.3028640549898008e-17, 0.0, -0.50000343358360211, 0.0, 0.0, 0.86602342139494604, 0.0, -0.0, -0.0, 0.0, 1.020538999289461e-17, -0.0, 0.0, 0.0, 0.0, 1.0]; [-0.0028866666666666663, 0.16666666666666666, -0.018333333333333333]; [0.014433999999999997, 0.16666666666666666, 0.011666666666666667]; 0.0346410954471
[-1.5908592164969401e-16, 0.0, 0.50000343358360211, 0.0, 0.0, 0.86602342139494604, 0.0, -0.0, 0.0, 0.0, -3.0616169978683824e-17, -0.0, 0.0, 0.0, 0.0, 1.0]; [-0.0028866666666666663, 0.16666666666666666, -0.018333333333333333]; [0.014433999999999997, 0.16666666666666666, 0.011666666666666667]; 0.0346410954471
[0.86602342139494604, 0.0, -0.0, 0.0, 0.0, 0.86602342139494604, 0.0, -0.0, -0.0, -0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 1.0]; [-0.014433999999999997, 0.16666666666666666, -0.011666666666666667]; [0.0028866666666666663, 0.16666666666666666, 0.018333333333333333]; 0.0346410954471
[5.3028640549898008e-17, 0.0, -0.50000343358360211, 0.0, 0.0, 0.86602342139494604, 0.0, -0.0, -0.0, -0.0, 1.020538999289461e-17, 0.0, 0.0, 0.0, 0.0, 1.0]; [-0.014433999999999997, 0.16666666666666666, -0.011666666666666667]; [0.0028866666666666663, 0.16666666666666666, 0.018333333333333333]; 0.0346410954471
[-1.5908592164969401e-16, 0.0, 0.50000343358360211, 0.0, 0.0, 0.86602342139494604, 0.0, -0.0, 0.0, -0.0, -3.0616169978683824e-17, 0.0, 0.0, 0.0, 0.0, 1.0]; [-0.014433999999999997, 0.16666666666666666, -0.011666666666666667]; [0.0028866666666666663, 0.16666666666666666, 0.018333333333333333]; 0.0346410954471
[0.62861214893246198, 0.0, -0.0, 0.0, 0.0, 0.62861214893246198, 0.0, -0.0, -0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 1.0]; [-0.014433999999999997, 0.16666666666666666, -0.011666666666666667]; [0.014433999999999997, 0.16666666666666666, 0.011666666666666667]; 0.0371188074761
[3.8491392804763943e-17, 0.0, -0.77771895065924179, 0.0, 0.0, 0.62861214893246198, 0.0, -0.0, -0.0, 0.0, 1.020538999289461e-17, 0.0, 0.0, 0.0, 0.0, 1.0]; [-0.014433999999999997, 0.16666666666666666, -0.011666666666666667]; [0.014433999999999997, 0.16666666666666666, 0.011666666666666667]; 0.0371188074761
[-1.1547417841429183e-16, 0.0, 0.77771895065924179, 0.0, 0.0, 0.62861214893246198, 0.0, -0.0, 0.0, 0.0, -3.0616169978683824e-17, 0.0, 0.0, 0.0, 0.0, 1.0]; [-0.014433999999999997, 0.16666666666666666, -0.011666666666666667]; [0.014433999999999997, 0.16666666666666666, 0.011666666666666667]; 0.0371188074761
