rbt; c1; c2; dist
[1.2246467991473532e-16, 0.0, 1.0, 0.0, 0.79289033653700969, -0.60936435260542388, -9.7101061271491661e-17, 0.0, 0.60936435260542399, 0.7928903365370098, -7.4625610393273162e-17, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [0.030940666666666668, 0.023778999999999998, 0.071966666666666665]; [-0.030940666666666668, -0.023778999999999998, 0.071966666666666665]; 0.0780452610932
[-1.0, 0.0, 1.8369701987210297e-16, 0.0, 1.4565159190723749e-16, -0.60936435260542388, 0.79289033653700969, 0.0, 1.1193841558990973e-16, 0.7928903365370098, 0.60936435260542399, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [0.030940666666666668, 0.023778999999999998, 0.071966666666666665]; [-0.030940666666666668, -0.023778999999999998, 0.071966666666666665]; 0.0780452610932
[0.0, 0.0, -1.0000000000000002, 0.0057273333333333343, -0.65877740707618393, -0.75233790807454337, 0.0, -0.0050151666666666695, -0.75233790807454337, 0.65877740707618393, 0.0, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [0.030940666666666668, 0.023778999999999998, 0.071966666666666665]; [-0.019486, -0.033809333333333337, 0.071966666666666665]; 0.0765458349437
[1.2246467991473535e-16, 0.0, 1.0000000000000002, 0.0057273333333333343, 0.65877740707618393, -0.75233790807454337, -8.0676964292644157e-17, -0.0050151666666666695, 0.75233790807454337, 0.65877740707618393, -9.2134821100070514e-17, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [0.030940666666666668, 0.023778999999999998, 0.071966666666666665]; [-0.019486, -0.033809333333333337, 0.071966666666666665]; 0.0765458349437
[0.0, 0.0, -1.0000000000000002, -0.0057273333333333343, 0.65877740707618393, 0.75233790807454337, 0.0, 0.0050151666666666695, 0.75233790807454337, -0.65877740707618393, 0.0, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [-0.030940666666666668, -0.023778999999999998, 0.071966666666666665]; [0.019486, 0.033809333333333337, 0.071966666666666665]; 0.0765458349437
[1.2246467991473535e-16, 0.0, 1.0000000000000002, -0.0057273333333333343, -0.65877740707618393, 0.75233790807454337, 8.0676964292644157e-17, 0.0050151666666666695, -0.75233790807454337, -0.65877740707618393, 9.2134821100070514e-17, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [-0.030940666666666668, -0.023778999999999998, 0.071966666666666665]; [0.019486, 0.033809333333333337, 0.071966666666666665]; 0.0765458349437
[0.0, 0.0, -1.0000000000000002, 0.0, -0.49934970568491882, -0.86640052598805894, 0.0, 0.0, -0.86640052598805894, 0.49934970568491882, 0.0, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [0.019486, 0.033809333333333337, 0.071966666666666665]; [-0.019486, -0.033809333333333337, 0.071966666666666665]; 0.0780455050966
[1.2246467991473535e-16, 0.0, 1.0000000000000002, 0.0, 0.49934970568491882, -0.86640052598805894, -6.1152701872220867e-17, 0.0, 0.86640052598805894, 0.49934970568491882, -1.0610346309308596e-16, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [0.019486, 0.033809333333333337, 0.071966666666666665]; [-0.019486, -0.033809333333333337, 0.071966666666666665]; 0.0780455050966
[0.0, 0.0, -1.0000000000000002, 0.007210833333333333, -0.32072738996276373, -0.94717154799311487, 0.0, -0.0024416666666666649, -0.94717154799311487, 0.32072738996276373, 0.0, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [0.019486, 0.033809333333333337, 0.071966666666666665]; [-0.005064333333333333, -0.038692666666666667, 0.071966666666666665]; 0.0765457959053
[1.2246467991473535e-16, 0.0, 1.0000000000000002, 0.007210833333333333, 0.32072738996276373, -0.94717154799311487, -3.9277777151678356e-17, -0.0024416666666666649, 0.94717154799311487, 0.32072738996276373, -1.1599506044932118e-16, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [0.019486, 0.033809333333333337, 0.071966666666666665]; [-0.005064333333333333, -0.038692666666666667, 0.071966666666666665]; 0.0765457959053
[0.0, 0.0, -1.0000000000000002, -0.007210833333333333, 0.32072738996276373, 0.94717154799311487, 0.0, 0.0024416666666666649, 0.94717154799311487, -0.32072738996276373, 0.0, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [-0.019486, -0.033809333333333337, 0.071966666666666665]; [0.005064333333333333, 0.038692666666666667, 0.071966666666666665]; 0.0765457959053
[1.2246467991473535e-16, 0.0, 1.0000000000000002, -0.007210833333333333, -0.32072738996276373, 0.94717154799311487, 3.9277777151678356e-17, 0.0024416666666666649, -0.94717154799311487, -0.32072738996276373, 1.1599506044932118e-16, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [-0.019486, -0.033809333333333337, 0.071966666666666665]; [0.005064333333333333, 0.038692666666666667, 0.071966666666666665]; 0.0765457959053
[0.0, 0.0, -1.0000000000000002, 0.0, -0.12977921341042517, -0.99154291675477746, 0.0, 0.0, -0.99154291675477746, 0.12977921341042517, 0.0, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [0.005064333333333333, 0.038692666666666667, 0.071966666666666665]; [-0.005064333333333333, -0.038692666666666667, 0.071966666666666665]; 0.0780453695203
[1.2246467991473535e-16, 0.0, 1.0000000000000002, 0.0, 0.12977921341042517, -0.99154291675477746, -1.5893369829893844e-17, 0.0, 0.99154291675477746, 0.12977921341042517, -1.2142898592209687e-16, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [0.005064333333333333, 0.038692666666666667, 0.071966666666666665]; [-0.005064333333333333, -0.038692666666666667, 0.071966666666666665]; 0.0780453695203
[0.0, 0.0, -1.0, -0.0075964999999999991, -0.066160899914185209, 0.99780896734923419, 0.0, -0.00050366666666666615, 0.9978089673492343, 0.066160899914185223, 0.0, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [-0.005064333333333333, -0.038692666666666667, 0.071966666666666665]; [-0.010128666666666666, 0.037685333333333335, 0.071966666666666665]; 0.076545714159
[1.2246467991473532e-16, 0.0, 1.0, -0.0075964999999999991, 0.066160899914185209, 0.99780896734923419, -8.1023734308615316e-18, -0.00050366666666666615, -0.9978089673492343, 0.066160899914185223, 1.2219635580247655e-16, 0.071966666666666665, 0.0, 0.0, 0.0, 1.0]; [-0.005064333333333333, -0.038692666666666667, 0.071966666666666665]; [-0.010128666666666666, 0.037685333333333335, 0.071966666666666665]; 0.076545714159
[0.0, 0.0, -1.0000000000000002, -0.007210833333333333, -0.32072738996276373, 0.94717154799311487, 0.0, -0.0024416666666666649, 0.94717154799311487, 0.32072738996276373, 0.0, 0.14393333333333333, 0.0, 0.0, 0.0, 1.0]; [0.005064333333333333, -0.038692666666666667, 0.14393333333333333]; [-0.019486, 0.033809333333333337, 0.14393333333333333]; 0.0765457959053
[1.2246467991473535e-16, 0.0, 1.0000000000000002, -0.007210833333333333, 0.32072738996276373, 0.94717154799311487, -3.9277777151678356e-17, -0.0024416666666666649, -0.94717154799311487, 0.32072738996276373, 1.1599506044932118e-16, 0.14393333333333333, 0.0, 0.0, 0.0, 1.0]; [0.005064333333333333, -0.038692666666666667, 0.14393333333333333]; [-0.019486, 0.033809333333333337, 0.14393333333333333]; 0.0765457959053
[0.0, 0.0, -1.0, 0.0075964999999999991, 0.066160899914185209, 0.99780896734923419, 0.0, -0.00050366666666666615, 0.9978089673492343, -0.066160899914185223, 0.0, 0.14393333333333333, 0.0, 0.0, 0.0, 1.0]; [0.005064333333333333, -0.038692666666666667, 0.14393333333333333]; [0.010128666666666666, 0.037685333333333335, 0.14393333333333333]; 0.076545714159
[1.2246467991473532e-16, 0.0, 1.0, 0.0075964999999999991, -0.066160899914185209, 0.99780896734923419, 8.1023734308615316e-18, -0.00050366666666666615, -0.9978089673492343, -0.066160899914185223, 1.2219635580247655e-16, 0.14393333333333333, 0.0, 0.0, 0.0, 1.0]; [0.005064333333333333, -0.038692666666666667, 0.14393333333333333]; [0.010128666666666666, 0.037685333333333335, 0.14393333333333333]; 0.076545714159
[0.0, 0.0, -1.0000000000000002, 0.0, -0.12977921341042517, 0.99154291675477746, 0.0, 0.0, 0.99154291675477746, 0.12977921341042517, 0.0, 0.14393333333333333, 0.0, 0.0, 0.0, 1.0]; [0.005064333333333333, -0.038692666666666667, 0.14393333333333333]; [-0.005064333333333333, 0.038692666666666667, 0.14393333333333333]; 0.0780453695203
[1.2246467991473535e-16, 0.0, 1.0000000000000002, 0.0, 0.12977921341042517, 0.99154291675477746, -1.5893369829893844e-17, 0.0, -0.99154291675477746, 0.12977921341042517, 1.2142898592209687e-16, 0.14393333333333333, 0.0, 0.0, 0.0, 1.0]; [0.005064333333333333, -0.038692666666666667, 0.14393333333333333]; [-0.005064333333333333, 0.038692666666666667, 0.14393333333333333]; 0.0780453695203
[0.0, 0.0, -1.0000000000000002, 0.0, 0.49934970568491882, -0.86640052598805894, 0.0, 0.0, -0.86640052598805894, -0.49934970568491882, 0.0, 0.14393333333333333, 0.0, 0.0, 0.0, 1.0]; [-0.019486, 0.033809333333333337, 0.14393333333333333]; [0.019486, -0.033809333333333337, 0.14393333333333333]; 0.0780455050966
[1.2246467991473535e-16, 0.0, 1.0000000000000002, 0.0, -0.49934970568491882, -0.86640052598805894, 6.1152701872220867e-17, 0.0, 0.86640052598805894, -0.49934970568491882, -1.0610346309308596e-16, 0.14393333333333333, 0.0, 0.0, 0.0, 1.0]; [-0.019486, 0.033809333333333337, 0.14393333333333333]; [0.019486, -0.033809333333333337, 0.14393333333333333]; 0.0780455050966
[0.0, 0.0, -1.0000000000000002, 0.0057273333333333343, 0.65877740707618393, -0.75233790807454337, 0.0, 0.0050151666666666695, -0.75233790807454337, -0.65877740707618393, 0.0, 0.14393333333333333, 0.0, 0.0, 0.0, 1.0]; [-0.019486, 0.033809333333333337, 0.14393333333333333]; [0.030940666666666668, -0.023778999999999998, 0.14393333333333333]; 0.0765458349437
