(-0.4759290873407649, -0.8202382341168852, 0.12089980077405649)
(-0.47591491421404863, -0.8202100193705254, 0.12104881416404467)
(-0.4753586918918342, -0.8205441695757857, 0.12360077056992957)
(-0.47677053530077096, -0.8197297021040104, 0.11844795729317248)
(-0.4770844281310884, -0.8195212478658904, 0.11727749596896886)
(-0.47721015447218207, -0.8190568991331573, 0.1164494785406529)
(-0.47591360987622466, -0.8201109329402382, 0.11843602862859637)
(-0.47591360987622466, -0.8201109329402382, 0.11843602862859637)
(-0.4764554483662682, -0.8194648983836412, 0.11783871536678947)
(-0.47559058413379685, -0.8200037741462336, 0.12007495000748203)
(-0.47461064596746927, -0.8209186223938516, 0.12162874071117402)
(-0.4772464919151034, -0.818858427386257, 0.11606592129040272)
(-0.4769920097811158, -0.8193403320174173, 0.11664118112694366)
(-0.47574948636982706, -0.8202315114215248, 0.12043969359575946)
(-0.4776413678425868, -0.819206534531826, 0.1167018269422162)
(-0.47737380710926214, -0.8194905659643548, 0.1179069565331996)
(-0.47692236530963084, -0.8201957852082502, 0.11881172169485432)
(-0.47572853474374655, -0.8203340695386201, 0.11716876763969575)
(-0.4753852349264096, -0.819793212605717, 0.11874378938609076)
(-0.4753377300811439, -0.8197670531675572, 0.12009164253884386)
(-0.4797408399659684, -0.8187458975813142, 0.11578872473040436)
(-0.4791096017915959, -0.8186452938395606, 0.11433484627416513)
(-0.48134157411207834, -0.8182977461700021, 0.11203155487119809)
(-0.48011279181197075, -0.8185759610948694, 0.11148793727622186)
(-0.48273005803154256, -0.8172500712061059, 0.10895335488144564)
(-0.48273005803154256, -0.8172500712061059, 0.10895335488144564)
(-0.48272496265031384, -0.8171408070584838, 0.10905770685407923)
(-0.4827681600070983, -0.817221862823693, 0.10924594122717313)
(-0.4831371078258162, -0.8164839809340885, 0.10860806825396452)
(-0.4819758690226179, -0.8170072068056248, 0.11109354671890737)
(-0.4819758690226179, -0.8170072068056248, 0.11109354671890737)
(-0.4824915468838129, -0.8170704933887905, 0.11284314945614704)
(-0.48430622629116815, -0.8152252542758474, 0.10574976646115264)
(-0.4857678802401464, -0.8148950421414147, 0.1045566348104976)
(-0.4834527132587272, -0.8164578602505742, 0.10980884055561324)
(-0.48661152652971085, -0.8143844846503187, 0.10390086161346579)
(-0.4861190941434672, -0.8147882462392086, 0.10454755138023542)
(-0.4838005003646626, -0.8154090536009577, 0.10953520020381657)
(-0.48528093883829415, -0.8145664106836528, 0.10471504468885628)
(-0.4870921361180569, -0.8136541526024255, 0.10101450808674595)
(-0.4856998498888334, -0.8140810766575153, 0.10389039126987965)
(-0.4893142795692249, -0.812561216067647, 0.09925440045904188)
(-0.48575053683981073, -0.8144436815162996, 0.10810690607864504)
(-0.4885678405106919, -0.8122360603249215, 0.10061608578975245)
(-0.48589708928088626, -0.8133615083816442, 0.10329554392706619)
(-0.4881792461788448, -0.8116980939581613, 0.09778109802161206)
(-0.4848198512988853, -0.8128533870169596, 0.10471890666796169)
(-0.4855516816312675, -0.8127436307773321, 0.10457439093233578)
(-0.48492542733334654, -0.8132044830144036, 0.10827304008692717)
(-0.48567235003835885, -0.8123292677557725, 0.10194691015813806)
(-0.4860035182241693, -0.8123535211241931, 0.10313868176437846)
(-0.48748708947541286, -0.8120008812672149, 0.10088008257328096)
(-0.48748708947541286, -0.8120008812672149, 0.10088008257328096)
(-0.48644928744824956, -0.8123868048037637, 0.10357434149733336)
(-0.4865784532262294, -0.8122112561021329, 0.10226203820891988)
(-0.4866137124861005, -0.8115900709773962, 0.10311601388503466)
(-0.4866137124861005, -0.8115900709773962, 0.10311601388503466)
(-0.4854507935250627, -0.8118988535768838, 0.10351118457592334)
(-0.4891628414742142, -0.8108700546953322, 0.09755248805632188)
(-0.486103720694375, -0.8121596989298795, 0.10098324734317576)
(-0.486103720694375, -0.8121596989298795, 0.10098324734317576)
(-0.4890871130313774, -0.8122883277006563, 0.10163268753860955)
(-0.4865212057975805, -0.8118560460967293, 0.102900105273241)
(-0.4852876005506541, -0.8132518580322403, 0.10548744041594005)
(-0.4835915778659501, -0.8136355930995209, 0.10850773474237574)
(-0.48510682337099964, -0.8135081818755725, 0.10771192121136908)
(-0.4853260227742615, -0.812974585135303, 0.10297091041371442)
(-0.48643797010841006, -0.8134564118220293, 0.10185747302945236)
(-0.48686840108932805, -0.8137738811939039, 0.10367587110290977)
(-0.4819567064528967, -0.8156453885402536, 0.11002867552633311)
(-0.48239304101562164, -0.8149789468071791, 0.10858639902244582)
(-0.4856518169375359, -0.8134110340534186, 0.10238866297831328)
(-0.4853535269526952, -0.8136644991120758, 0.10332456183401795)
(-0.48398755628379453, -0.8147242838251516, 0.10527822870344128)
(-0.48362264025222124, -0.8153831150572811, 0.10785791179837911)
(-0.48504926974322604, -0.8142815110829231, 0.10395032115880154)
(-0.4827311087207933, -0.8149258519016076, 0.10475233686789842)
(-0.4816924883485767, -0.816284501081254, 0.11114711567462798)
(-0.4846605593465547, -0.8151529366369131, 0.10576430546556814)
(-0.480871466326358, -0.8166403112539813, 0.11116593664560837)
(-0.480871466326358, -0.8166403112539813, 0.11116593664560837)
(-0.4821986142195871, -0.8154375434751546, 0.1050260208289604)
(-0.4852431137361952, -0.8155512972182348, 0.1055340768874764)
(-0.4852431137361952, -0.8155512972182348, 0.1055340768874764)
(-0.4845234046706115, -0.8170602823879223, 0.10861408081152368)
(-0.48758023468527045, -0.8151464147096474, 0.10242078407347854)
(-0.4868059817689565, -0.816114310348037, 0.10432856455572681)
(-0.4900855810389062, -0.8151473201921773, 0.09894928378957712)
(-0.4852571336950888, -0.8168548347526323, 0.10807212358203433)
(-0.48457500604373416, -0.8174535247744681, 0.10729057628681438)
(-0.48457500604373416, -0.8174535247744681, 0.10729057628681438)
(-0.483370769779665, -0.8177640312736524, 0.10825732996935544)
(-0.48008422628705505, -0.8192069405246176, 0.11503823905385602)
(-0.4832424676153291, -0.818964765790386, 0.11244375298113707)
(-0.48537737551763516, -0.8179300272671555, 0.10583805169072313)
(-0.48276759091983856, -0.8181976446949234, 0.10970761766595105)
(-0.48366777647495374, -0.8185397970887085, 0.10670349794575662)
(-0.4857391889111946, -0.8177890390631865, 0.10615584433769487)
(-0.4824105064938411, -0.8191485551003982, 0.11099388960675016)
(-0.4845547033993409, -0.8174912586852202, 0.10468615564062644)
(-0.4799572878014522, -0.8190236385794227, 0.11158415334796135)
(-0.4826138741473103, -0.81787369475518, 0.10706133144619523)
(-0.48327364871693135, -0.8182055041289342, 0.1063227415348833)
(-0.4806171448165899, -0.8196773235580035, 0.11080591738612822)
(-0.48005925275140693, -0.8194400959011721, 0.11006960977482994)
(-0.47953153866100395, -0.8196823290529447, 0.11322906961373791)
(-0.47980772017357287, -0.8191761933077326, 0.11103747295302835)
(-0.48170514282733023, -0.8188381782719872, 0.10732578459468956)
(-0.4802887907749174, -0.8206963983925484, 0.11283400605020333)
(-0.47961348620936906, -0.8195788498738528, 0.11090094060261069)
(-0.476604456660602, -0.8209790990657952, 0.11589610398409955)
(-0.4808356361897881, -0.8188237931834803, 0.10876188933727171)
(-0.47831591480007973, -0.8211277121153693, 0.11704499505024146)
(-0.47759160749773, -0.820487873993946, 0.11558881497337681)
(-0.48081853621137927, -0.8199515671157995, 0.1100649838814245)
(-0.48069386513391144, -0.8198453756760007, 0.11288386646156301)
(-0.479430068261709, -0.8178810513476069, 0.11114485011232467)
(-0.479430068261709, -0.8178810513476069, 0.11114485011232467)
(-0.4768883938252866, -0.8140503211774187, 0.11117015039242051)
(-0.4666436771434226, -0.8026231499140821, 0.11098520130767797)
(-0.4666436771434226, -0.8026231499140821, 0.11098520130767797)
(-0.46110082221966464, -0.7952845397671, 0.10889290168416332)
(-0.4495727296237517, -0.7786375395824083, 0.10615761241661703)
(-0.4495727296237517, -0.7786375395824083, 0.10615761241661703)
(-0.4422254550508149, -0.769481492862607, 0.10607576211657976)
(-0.4355239420949337, -0.7610859532502713, 0.10524531823880712)
(-0.4160103404282143, -0.7442851879770167, 0.11084801138481959)
(-0.4160103404282143, -0.7442851879770167, 0.11084801138481959)
(-0.4080506183581514, -0.7357503573762383, 0.11126085967184762)
(-0.404649989501358, -0.7282360356044723, 0.10714108230935837)
(-0.3996140776561894, -0.7255753575479698, 0.11026306568216127)
(-0.39605160944170326, -0.7247413904340421, 0.11436356173078543)
(-0.3967154815398062, -0.7225222763318613, 0.11262434776727126)
(-0.395273861793344, -0.7219816008563844, 0.11443856107143469)
(-0.39538121813252936, -0.7169924324931258, 0.11096873223246972)
(-0.392311978260085, -0.7121008631508783, 0.10958251491759508)
(-0.3894475599140863, -0.7047296181161236, 0.10780384973432322)
(-0.38418318070641155, -0.6977811568276165, 0.10956717137599714)
(-0.3786153491727111, -0.6907116382867444, 0.11225543776894842)
(-0.37235875812564445, -0.6836079852675182, 0.11514316883115905)
(-0.37015443000119985, -0.6734922009261763, 0.10928161220720378)
(-0.36476518029616267, -0.6645354592726063, 0.1083117445399071)
(-0.3599438169509077, -0.6558396911020478, 0.1084506535382197)
(-0.3550827704532855, -0.646425893076215, 0.10584975275080843)
(-0.348717636149267, -0.637734032112138, 0.10676784499872305)
(-0.34171726364938526, -0.624805970605038, 0.10516142551551)
(-0.3367911723541357, -0.6157342224717444, 0.10331858947433603)
(-0.3290338118684104, -0.6075005583982112, 0.10778400877010519)
(-0.32564887202809834, -0.5976006819925863, 0.10447590014672392)
(-0.31863895055294567, -0.5885653494317409, 0.10526585756167317)
(-0.305870354869326, -0.5695922219628102, 0.10460256224534903)
(-0.305870354869326, -0.5695922219628102, 0.10460256224534903)
(-0.2985990607496427, -0.5618343218087578, 0.10783936643021219)
(-0.29510773395011136, -0.550292904695011, 0.10103330045240888)
(-0.28832948678180426, -0.5418031959075742, 0.10217054809291981)
(-0.2797205101363627, -0.5326065580721059, 0.10456912019737818)
(-0.2719229864715649, -0.5232067456601796, 0.10452046976952234)
(-0.26422056202107536, -0.5135809609359674, 0.10521668390744998)
(-0.2566963351146998, -0.5046521445930046, 0.10652553340778836)
(-0.24967743173449808, -0.4949887095144747, 0.10447382849291387)
(-0.23253509939261452, -0.47833383009105135, 0.1092189585967469)
(-0.23253509939261452, -0.47833383009105135, 0.1092189585967469)
(-0.21709638255882835, -0.46207234885642356, 0.11406970713398379)
(-0.21709638255882835, -0.46207234885642356, 0.11406970713398379)
(-0.2103983183831819, -0.4524482920337811, 0.10952608973228983)
